"0","0","2","96","2","633028861.41","true"
"1","1","12","93","4","9466904533.00","false"
"2","2","0","63","1","6529374687.14","true"
"3","3","16","89","1","1484814447.60","true"
"4","4","3","88","2","372337528.72","false"
"5","5","8","94","2","4841416154.14","true"
"6","6","15","75","1","3167874973.11","true"
"7","7","8","78","1","5651558791.76","false"
"8","8","4","91","5","1094770131.20","false"
"9","9","3","59","3","141860694.76","true"
"10","10","1","52","2","8923886549.60","false"
"11","11","17","70","3","9760639503.56","true"
"12","12","19","91","4","2384285491.70","false"
"13","13","13","73","5","7917004345.95","true"
"14","14","6","74","5","256309011.56","false"
"15","15","0","58","2","5149774656.10","false"
"16","16","10","71","3","236578589.94","true"
"17","17","10","99","5","9836731900.06","true"
"18","18","1","67","2","5115242571.78","true"
"19","19","18","68","3","2398684157.46","false"
"20","20","17","58","3","2155739087.26","true"
"21","21","15","96","2","8682087316.27","true"
"22","22","9","61","5","8232493090.35","true"
"23","23","9","75","3","6821348733.67","false"
"24","24","13","56","1","6938284869.24","false"
"25","25","15","71","3","4902458699.26","true"
"26","26","15","57","4","1408331358.16","false"
"27","27","1","69","3","275015120.02","true"
"28","28","5","90","5","3304365706.93","false"
"29","29","2","54","1","6595447983.35","true"
"30","30","7","53","4","5359201622.10","true"
"31","31","3","75","5","1812225042.70","false"
"32","32","14","81","5","532934798.19","true"
"33","33","13","55","3","4444675649.09","true"
"34","34","8","87","2","8454505284.65","false"
"35","35","6","72","1","2211922771.21","true"
"36","36","0","83","4","1870654680.34","true"
"37","37","3","81","4","5329963959.44","false"
"38","38","6","91","1","4508216160.31","true"
"39","39","19","59","1","9947569110.70","true"
"40","40","14","74","3","8051915359.01","true"
"41","41","3","88","4","2042400800.08","true"
"42","42","18","75","4","7552052885.55","false"
"43","43","10","81","4","7995733055.05","true"
"44","44","17","89","2","3401162358.37","true"
"45","45","10","95","3","2809233346.66","false"
"46","46","1","83","2","9001511275.45","false"
"47","47","19","59","4","6845175781.58","false"
"48","48","15","54","1","5663945388.21","true"
"49","49","2","64","2","2523993461.01","true"
"50","0","9","50","4","6414700317.69","false"
"51","1","5","59","4","9024807885.14","false"
"52","2","16","74","5","8702687525.23","true"
"53","3","18","55","5","2787908281.25","true"
"54","4","13","98","2","1752869728.83","false"
"55","5","17","88","4","8802027477.26","false"
"56","6","12","88","5","8305403867.49","true"
"57","7","0","92","1","1398733209.64","true"
"58","8","9","82","5","7449772712.80","false"
"59","9","10","54","4","6608442823.27","false"
"60","10","9","99","4","2867382462.20","false"
"61","11","12","53","2","1462211242.20","true"
"62","12","7","68","3","7259646616.86","true"
"63","13","1","80","4","2281635071.55","true"
"64","14","15","88","1","3299699776.34","true"
"65","15","11","76","1","271215986.49","false"
"66","16","12","79","1","2227118563.43","true"
"67","17","15","99","2","4801956527.17","true"
"68","18","1","88","5","3529745684.54","true"
"69","19","10","56","5","3031564187.83","false"
"70","20","6","74","4","7161269969.07","true"
"71","21","1","89","4","7944529997.89","false"
"72","22","3","93","5","3850256189.26","false"
"73","23","4","74","3","7135509088.46","true"
"74","24","16","62","1","8407248758.32","false"
"75","25","14","73","2","8103317067.58","false"
"76","26","11","90","1","4610007183.16","true"
"77","27","1","81","3","2302956074.97","true"
"78","28","16","92","5","6559206554.81","true"
"79","29","7","55","5","4816725744.08","false"
"80","30","16","69","1","1568298337.63","true"
"81","31","13","86","4","7517998508.03","true"
"82","32","3","76","1","538442304.75","true"
"83","33","13","99","2","3621442902.36","true"
"84","34","14","77","4","1479968366.08","true"
"85","35","15","70","3","9861479226.89","true"
"86","36","11","54","1","4612054236.08","false"
"87","37","0","72","3","9617415973.15","true"
"88","38","0","64","3","33451041.02","true"
"89","39","19","59","2","4938346737.73","true"
"90","40","6","92","1","6038489792.05","true"
"91","41","9","73","1","663499556.48","true"
"92","42","4","61","4","9745477940.06","true"
"93","43","15","72","3","5725058548.72","true"
"94","44","0","63","3","8141399932.11","false"
"95","45","15","68","3","9989193426.01","false"
"96","46","5","87","1","2310936913.28","true"
"97","47","17","87","3","6329385264.35","true"
"98","48","12","59","2","6289253985.11","true"
"99","49","10","82","2","6261980704.20","true"
"100","0","5","68","3","6701698857.77","false"
"101","1","1","58","5","1107078290.68","true"
"102","2","12","54","1","1829646571.05","true"
"103","3","13","69","5","2234095137.62","false"
"104","4","4","87","4","8466791283.08","false"
"105","5","11","55","2","2462361739.53","false"
"106","6","11","90","5","1733630251.05","true"
"107","7","12","76","1","8659852558.53","false"
"108","8","10","78","2","8876919091.40","false"
"109","9","9","80","1","4026087153.71","true"
"110","10","3","67","1","1784232210.42","true"
"111","11","14","75","2","8613692060.09","false"
"112","12","13","61","2","9243268787.32","false"
"113","13","10","83","2","2678099028.53","false"
"114","14","14","90","1","1866974799.74","false"
"115","15","6","68","1","507145364.72","false"
"116","16","19","79","1","3757055289.01","true"
"117","17","9","57","3","4336934911.86","true"
"118","18","13","95","4","1336229398.97","true"
"119","19","15","98","2","4982368437.03","false"
"120","20","8","90","1","1962231650.36","true"
"121","21","8","92","1","5248064898.65","true"
"122","22","8","75","5","2071391633.29","false"
"123","23","14","56","3","503086514.94","false"
"124","24","9","98","2","4009344691.90","true"
"125","25","1","54","3","627360219.81","false"
"126","26","17","71","1","7797130714.35","true"
"127","27","5","54","4","2133429835.26","false"
"128","28","9","83","2","6936249252.77","true"
"129","29","17","56","4","3118054417.57","false"
"130","30","8","68","4","8146748859.05","false"
"131","31","18","90","2","9138819066.53","true"
"132","32","3","94","1","5347949060.54","false"
"133","33","12","87","4","5158398075.88","true"
"134","34","17","92","3","2240996806.59","false"
"135","35","15","97","4","5952480761.05","true"
"136","36","15","81","5","3391486427.25","false"
"137","37","15","91","1","8377562762.96","false"
"138","38","9","59","4","2494304530.28","true"
"139","39","19","63","1","4909621880.08","false"
"140","40","15","75","1","2943085587.38","true"
"141","41","2","93","4","5453735143.09","true"
"142","42","11","52","1","1568632399.66","true"
"143","43","8","90","3","7117713633.45","true"
"144","44","4","98","5","203398866.12","false"
"145","45","6","56","4","6094301956.04","false"
"146","46","10","74","2","5661869912.28","false"
"147","47","13","91","4","7880798707.69","true"
"148","48","14","95","2","589090037.78","false"
"149","49","4","63","2","7166381714.48","false"
"150","0","11","74","4","5991579153.82","false"
"151","1","12","96","2","7836804027.50","true"
"152","2","14","63","5","9609672974.15","true"
"153","3","12","52","2","7908260216.75","true"
"154","4","5","73","1","388906965.72","true"
"155","5","7","89","3","7127255769.00","true"
"156","6","16","98","3","1006222291.73","false"
"157","7","13","79","1","3842795844.04","false"
"158","8","18","79","4","3324110640.93","false"
"159","9","15","63","3","1656323467.07","false"
"160","10","1","52","1","9556547666.35","true"
"161","11","11","50","3","2152816032.66","true"
"162","12","4","54","4","9453489272.18","true"
"163","13","19","75","5","9041984017.34","true"
"164","14","14","62","3","3162337336.41","true"
"165","15","19","55","3","8812038057.71","false"
"166","16","17","79","3","9215344849.71","false"
"167","17","0","83","1","7953523469.91","true"
"168","18","11","55","2","1147530454.20","false"
"169","19","6","62","3","2431352861.38","false"
"170","20","9","83","4","8070353537.02","false"
"171","21","15","72","2","3019178791.20","true"
"172","22","9","85","1","1879019564.16","true"
"173","23","14","81","4","259069046.84","true"
"174","24","13","81","4","1294950649.81","false"
"175","25","3","55","1","7386261808.92","true"
"176","26","3","98","2","9467789961.08","false"
"177","27","6","78","5","989184938.52","true"
"178","28","13","85","4","5800575104.67","true"
"179","29","5","65","4","1907277053.97","true"
"180","30","4","67","3","609260540.87","false"
"181","31","13","56","5","190722244.10","false"
"182","32","19","84","2","4219154495.37","false"
"183","33","14","82","5","2320449291.44","false"
"184","34","17","90","3","1207151608.98","false"
"185","35","7","51","1","7796462079.55","true"
"186","36","5","96","4","4368665155.30","true"
"187","37","6","68","1","1917840280.28","false"
"188","38","1","57","4","4203410773.33","false"
"189","39","3","97","5","759631455.59","false"
"190","40","7","93","5","6328933702.28","false"
"191","41","7","97","2","3281627886.45","true"
"192","42","16","69","3","6807789237.30","true"
"193","43","11","90","4","6555683845.39","false"
"194","44","18","60","2","5221112657.89","true"
"195","45","17","82","3","8889455684.29","false"
"196","46","18","90","1","4271323318.40","true"
"197","47","12","59","2","4786854093.86","true"
"198","48","4","98","2","4540951230.50","false"
"199","49","18","99","2","8866574850.28","true"
"200","0","4","64","4","2192058104.71","false"
"201","1","19","87","2","9830607370.03","false"
"202","2","3","89","1","9298608141.60","false"
"203","3","15","79","3","6828257075.97","true"
"204","4","7","85","2","6498761977.36","false"
"205","5","15","84","3","6431497064.70","true"
"206","6","8","58","5","8740163568.12","false"
"207","7","6","70","3","2034951191.47","false"
"208","8","1","63","1","7631123326.57","false"
"209","9","7","71","4","2263517140.47","true"
"210","10","8","72","2","2001900625.69","false"
"211","11","0","72","5","268832521.96","true"
"212","12","4","72","1","6525585142.34","false"
"213","13","1","51","2","8239217688.54","true"
"214","14","0","64","3","8820536558.29","true"
"215","15","1","72","4","5713376020.00","true"
"216","16","6","78","4","4530032826.26","true"
"217","17","11","69","2","5807698887.59","false"
"218","18","13","74","1","7675220446.76","false"
"219","19","8","84","5","8187668689.76","false"
"220","20","1","86","1","418766229.66","false"
"221","21","12","60","1","5769365465.94","true"
"222","22","19","92","5","7103605223.35","true"
"223","23","2","71","2","5125551990.92","true"
"224","24","7","51","2","4081171580.50","true"
"225","25","2","77","5","6371838553.01","true"
"226","26","19","90","4","7469608642.52","true"
"227","27","19","88","1","1551544532.73","false"
"228","28","10","97","4","3442996861.28","true"
"229","29","1","81","1","9059056578.74","false"
"230","30","9","92","2","9590529259.84","false"
"231","31","7","82","3","1563408523.01","true"
"232","32","12","71","3","7347253475.86","false"
"233","33","12","50","3","1714588377.13","false"
"234","34","17","80","1","581126414.47","false"
"235","35","1","79","4","2811488275.38","true"
"236","36","12","72","4","3995187932.69","true"
"237","37","0","67","1","1663115759.12","false"
"238","38","18","94","3","4469257759.71","true"
"239","39","16","83","3","3191818544.34","false"
"240","40","8","63","1","4747997263.35","false"
"241","41","7","87","5","2779871136.72","false"
"242","42","5","59","3","1875270583.94","true"
"243","43","18","53","5","1474442921.13","true"
"244","44","11","73","3","1824472219.67","false"
"245","45","10","81","4","6814441699.33","false"
"246","46","5","50","2","5165455070.26","true"
"247","47","14","58","3","9017801068.74","true"
"248","48","15","92","3","8435233657.65","true"
"249","49","2","85","4","3181080834.17","false"
"250","0","5","83","2","6104533243.64","true"
"251","1","5","87","1","3768297651.80","false"
"252","2","13","67","3","1198615043.91","false"
"253","3","0","77","3","3699479204.95","false"
"254","4","17","83","5","2855978391.34","false"
"255","5","10","62","4","1023112925.07","true"
"256","6","0","98","5","6110542188.97","true"
"257","7","18","74","3","7040572468.55","false"
"258","8","1","85","4","1969480775.15","true"
"259","9","0","73","5","182483472.97","true"
"260","10","6","90","3","2995387015.82","false"
"261","11","0","96","2","238925214.09","true"
